Calendar Year,ACARA SML ID,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
2019,49328,7235,Victor Harbor R-7 School,Victor Harbor,SA,5211,Government,Primary,School Single Entity,Individual Reporting,http://www.victorr7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Inner Regional,980,36,42,33,17,9,41,32.9,32,22.7,588,292,296,588,6,4
2019,49329,7162,Virginia Primary School,Virginia,SA,5120,Government,Primary,School Single Entity,Individual Reporting,http://www.virginiaps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,971,32,45,34,18,4,21,19.4,13,10.3,321,155,166,321,1,37
2019,49330,7332,Waikerie Primary School,Waikerie,SA,5330,Government,Primary,School Single Entity,Individual Reporting,http://www.waikerieps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,968,30,45,29,17,9,19,15.9,15,8.2,234,112,122,234,6,12
2019,49331,7036,Walkerville Primary School,Walkerville,SA,5081,Government,Primary,School Single Entity,Individual Reporting,http://www.walkvlleps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1139,94,2,10,27,62,41,36.8,12,8.1,678,353,325,678,0,28
2019,49332,7444,Wallaroo Primary School,Wallaroo,SA,5556,Government,Primary,School Single Entity,Individual Reporting,http://www.wallaroops.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,898,8,66,25,8,1,9,8.1,11,6.9,106,48,58,106,18,2
2019,49333,7442,Wallaroo Mines Primary School,Kadina,SA,5554,Government,Primary,School Single Entity,Individual Reporting,http://www.walminesps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,919,13,58,31,10,2,13,9.4,12,6.5,120,46,74,120,13,0
2019,49334,7456,Warooka Primary School,Warooka,SA,5577,Government,Primary,School Single Entity,Individual Reporting,http://www.warookaps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Remote,981,37,30,34,28,8,6,4.9,2,1.7,69,29,40,69,9,4
2019,49335,7375,Wasleys Primary School,Wasleys,SA,5400,Government,Primary,School Single Entity,Individual Reporting,http://www.wasleysps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1003,47,30,29,28,13,5,5,1,0.9,44,22,22,44,7,2
2019,49336,7397,Watervale Primary School,Watervale,SA,5452,Government,Primary,School Single Entity,Individual Reporting,http://www.watervalps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1035,62,21,29,27,22,5,4.4,6,3.9,59,31,28,59,2,0
2019,49337,6894,Allenby Gardens Primary School,Allenby Gardens,SA,5009,Government,Primary,School Single Entity,Individual Reporting,http://www.allenbyps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1048,68,16,29,30,25,38,30.9,18,10.7,499,256,243,499,2,39
2019,49338,7016,Trinity Gardens School,Trinity Gardens,SA,5068,Government,Primary,School Single Entity,Individual Reporting,http://www.trinitygps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1098,85,6,17,32,44,57,51,39,26.1,853,409,444,852.6,1,25
2019,49339,6956,Westbourne Park Primary School,Westbourne Park,SA,5041,Government,Primary,School Single Entity,Individual Reporting,http://www.wbourneps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1110,88,5,14,32,49,33,29.1,11,7.3,538,259,279,538,0,19
2019,49340,14717,Adelaide North Special School,Munno Para West,SA,5115,Government,Special,School Single Entity,Individual Reporting,https://anss.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,U,Major Cities,979,,38,31,20,11,35,32.1,62,41.3,176,61,115,176,8,13
2019,49341,7135,Balaklava Primary School,Balaklava,SA,5461,Government,Primary,School Single Entity,Individual Reporting,http://www.balakr7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,952,23,52,30,15,3,18,16.1,17,9.6,270,137,133,270,4,3
2019,49342,7464,Whyalla Town Primary School,Whyalla,SA,5600,Government,Primary,School Single Entity,Individual Reporting,http://www.whytownps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,1013,52,23,36,29,12,25,23.8,12,8.7,340,180,160,340,3,6
2019,49343,7462,Memorial Oval Primary School,Whyalla,SA,5600,Government,Primary,School Single Entity,Individual Reporting,http://www.mops.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,950,22,49,36,13,3,19,18.1,15,9.7,335,179,156,335,8,2
2019,49344,7354,Williamstown Primary School,Williamstown,SA,5351,Government,Primary,School Single Entity,Individual Reporting,http://www.williamstownps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1009,50,31,37,20,12,15,12.6,12,9.3,214,81,133,214,2,1
2019,49345,7420,Wilmington Primary School,Wilmington,SA,5485,Government,Primary,School Single Entity,Individual Reporting,http://www.wilmngtnps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,962,27,32,36,24,8,6,4.8,5,3,45,22,23,45,18,2
2019,49348,7254,Woodside Primary School,Woodside,SA,5244,Government,Primary,School Single Entity,Individual Reporting,http://www.woodsideps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1039,65,15,33,34,18,18,15.4,12,8.2,279,128,151,279,3,2
2019,49349,6897,Woodville Primary School,Woodville South,SA,5011,Government,Primary,School Single Entity,Individual Reporting,http://www.wvilleps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,987,40,34,30,24,12,26,22.5,16,8.9,341,179,162,341,9,28
2019,49351,7322,Yahl Primary School,Yahl,SA,5291,Government,Primary,School Single Entity,Individual Reporting,http://www.yahlps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,973,33,41,36,19,4,9,8.3,8,5.4,128,58,70,128,5,3
2019,49352,7348,Barmera Primary School,Barmera,SA,5345,Government,Primary,School Single Entity,Individual Reporting,http://www.barmeraps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,939,19,48,30,16,6,21,18.8,14,9.9,215,113,102,215,18,8
2019,49353,16469,Andamooka Primary School,Andamooka,SA,5722,Government,Primary,School Single Entity,Individual Reporting,http://www.andac7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Very Remote,963,28,45,28,18,8,5,4.8,5,2.8,26,13,13,26,4,0
2019,49354,7168,Basket Range Primary School,Basket Range,SA,5138,Government,Primary,School Single Entity,Individual Reporting,http://www.basketrangeps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1079,79,11,20,33,36,5,4.6,3,1.3,51,23,28,51,0,16
2019,49355,7299,Beachport Primary School,Beachport,SA,5280,Government,Primary,School Single Entity,Individual Reporting,http://www.beachportps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,1013,52,26,39,23,13,6,4.4,7,2.8,46,21,25,46,0,4
2019,49356,6991,Belair Primary School,Belair,SA,5052,Government,Primary,School Single Entity,Individual Reporting,http://www.belairschools.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1115,89,3,14,31,52,35,32.4,14,9.9,639,320,319,639,1,8
2019,49357,7267,Eastern Fleurieu R-12 School,Strathalbyn,SA,5255,Government,Combined,School Head Campus,Rolled Reporting,http://www.easternfleurieu.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-12",Inner Regional,993,43,34,35,23,8,130,112.1,86,54.8,1558,800,758,1555.4,4,1
2019,49358,7343,Berri Primary School,Berri,SA,5343,Government,Primary,School Single Entity,Individual Reporting,http://www.berrips.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Outer Regional,935,17,51,29,15,5,22,21.6,19,14,284,138,146,283.9,17,6
2019,49359,16487,Wynn Vale R-7 School,Wynn Vale,SA,5127,Government,Primary,School Single Entity,Individual Reporting,http://www.wynnvaleprimary.com.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1026,58,19,34,31,16,24,21.7,14,8.8,381,194,187,381,4,6
2019,49360,22782,Aberfoyle Hub R-7 School,Aberfoyle Park,SA,5159,Government,Primary,School Single Entity,Individual Reporting,http://www.ahs.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1037,64,16,34,33,17,21,17.6,18,10.5,305,116,189,305,2,8
2019,49361,7095,Parafield Gardens R-7 School,Parafield Gardens,SA,5107,Government,Primary,School Single Entity,Individual Reporting,http://www.pgardens.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,967,30,46,29,16,8,49,44.8,34,23.8,678,312,366,678,6,54
2019,49362,7244,Birdwood Primary School,Birdwood,SA,5234,Government,Primary,School Single Entity,Individual Reporting,http://www.birdwoodps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1018,54,24,34,29,13,18,16.1,14,7.2,289,149,140,289,2,1
2019,49363,6947,Black Forest Primary School,Black Forest,SA,5035,Government,Primary,School Single Entity,Individual Reporting,http://www.blforest.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1085,81,10,20,31,39,34,28.3,22,12.7,507,243,264,507,1,22
2019,49364,7477,Whyalla Special Education Centre,Whyalla Norrie,SA,5608,Government,Special,School Single Entity,Individual Reporting,http://www.whyallasp.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,U,Outer Regional,970,,29,41,21,9,13,12.2,22,16.6,61,15,46,61,20,5
2019,49365,7476,Lake Wangary School,Wangary,SA,5607,Government,Primary,School Single Entity,Individual Reporting,http://lakewangaryschool.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Remote,968,30,37,32,20,11,6,4.8,8,3.3,56,23,33,56,13,0
2019,49366,6985,Blackwood Primary School,Eden Hills,SA,5050,Government,Primary,School Single Entity,Individual Reporting,http://www.blackwoodps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1098,85,5,17,35,43,29,24.4,12,7.8,453,227,226,453,1,23
2019,49368,7366,Blanchetown Primary School,Blanchetown,SA,5357,Government,Primary,School Single Entity,Individual Reporting,http://www.blanchtnps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,944,20,57,29,12,2,3,2.6,4,2.1,27,17,10,27,4,0
2019,49369,27666,Para Hills High School,Para Hills West,SA,5096,Government,Secondary,School Single Entity,Individual Reporting,http://www.phhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Major Cities,902,9,57,28,12,3,53,43.2,23,18.3,492,231,261,491.6,9,23
2019,49370,7404,Blyth Primary School,Blyth,SA,5462,Government,Primary,School Single Entity,Individual Reporting,http://www.blythps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,996,44,30,36,28,6,5,4,3,1.7,54,20,34,54,0,2
2019,49371,7293,Nangwarry Primary School,Nangwarry,SA,5277,Government,Primary,School Single Entity,Individual Reporting,http://www.nangwaryps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,891,7,76,20,3,0,5,4.6,8,4.6,44,18,26,44,9,0
2019,49372,7288,Padthaway Primary School,Padthaway,SA,5271,Government,Primary,School Single Entity,Individual Reporting,http://www.padthac7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,1013,52,21,36,29,15,6,5.1,4,2.5,63,23,40,63,3,0
2019,49373,7056,Highbury Primary School,Hope Valley,SA,5090,Government,Primary,School Single Entity,Individual Reporting,http://www.highburyps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1053,71,15,27,33,26,35,30.1,15,11.5,484,241,243,484,2,16
2019,49374,7384,Booborowie Primary School,Booborowie,SA,5417,Government,Primary,School Single Entity,Individual Reporting,http://www.boobps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,942,20,49,27,20,4,3,2.2,3,1.8,15,4,11,15,13,0
2019,49375,7302,Millicent North Primary School,Millicent,SA,5280,Government,Primary,School Single Entity,Individual Reporting,http://www.millnthps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,947,21,51,34,13,2,16,13.6,14,9.5,256,133,123,256,7,0
2019,49377,7486,Whyalla Stuart Campus R-7,Whyalla Stuart,SA,5608,Government,Primary,School Single Entity,Individual Reporting,http://www.whystuarps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,774,2,86,12,1,0,10,10,13,9.9,106,50,56,106,53,14
2019,49378,7106,Keller Road Primary School,Salisbury East,SA,5109,Government,Primary,School Single Entity,Individual Reporting,http://www.kellerrdps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,926,14,64,24,10,3,19,16.6,26,17.3,191,84,107,191,8,32
2019,49379,7179,Bridgewater Primary School,Bridgewater,SA,5155,Government,Primary,School Single Entity,Individual Reporting,http://www.bridgeps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1083,81,9,21,31,39,15,11.3,7,5.5,216,110,106,216,2,5
2019,49380,6975,Brighton Primary School,Brighton,SA,5048,Government,Primary,School Single Entity,Individual Reporting,http://www.brightonps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1063,74,11,24,35,29,45,38.3,19,14.8,686,355,331,686,2,15
2019,49381,7207,Wirreanda Secondary School,Morphett Vale,SA,5162,Government,Secondary,School Single Entity,Individual Reporting,http://www.wirreandasecondary.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Major Cities,952,23,50,35,12,3,75,68.4,38,31,894,430,464,893.2,9,5
2019,49382,15076,Hallett Cove School,Hallett Cove,SA,5158,Government,Combined,School Single Entity,Individual Reporting,http://www.hcs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Major Cities,1018,54,24,35,28,13,92,82.3,44,33.2,1303,626,677,1295.6,2,8
2019,49383,14716,Seaford Secondary College,Seaford,SA,5169,Government,Secondary,School Single Entity,Individual Reporting,http://www.seafordhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 7-12",Major Cities,971,32,42,35,18,6,62,58.8,36,31.5,830,413,417,828.8,7,4
2019,49385,6889,Brompton Primary School,Renown Park,SA,5008,Government,Primary,School Single Entity,Individual Reporting,http://www.bromptonps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1004,48,28,26,26,20,15,14,11,6.5,250,119,131,250,11,44
2019,49386,7008,Linden Park Primary School,Linden Park,SA,5065,Government,Primary,School Single Entity,Individual Reporting,http://www.lindenpkr7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1154,96,2,6,24,68,64,51,24,16.1,960,475,485,959.6,0,59
2019,49387,7108,Madison Park School,Salisbury East,SA,5109,Government,Primary,School Single Entity,Individual Reporting,http://www.madisonps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,951,23,53,27,16,4,30,27.9,35,21.5,313,135,178,313,5,22
2019,49388,7232,Rapid Bay Primary School,Rapid Bay,SA,5204,Government,Primary,School Single Entity,Individual Reporting,http://www.rapidbayps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,985,39,42,31,22,5,5,4.2,6,2.7,52,21,31,52,0,0
2019,49389,7328,Cadell Primary School,Cadell,SA,5321,Government,Primary,School Single Entity,Individual Reporting,http://www.cadellps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,990,41,38,26,32,4,3,2.7,4,1.5,10,8,2,10,0,0
2019,49390,6952,Forbes Primary School,South Plympton,SA,5038,Government,Primary,School Single Entity,Individual Reporting,http://www.forbesps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,986,39,31,31,27,11,27,22.7,18,12.6,296,161,135,296,13,30
2019,49392,7042,Enfield Primary School,Enfield,SA,5085,Government,Primary,School Single Entity,Individual Reporting,http://www.enfieldps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,946,21,45,23,23,10,21,16.3,14,9.4,195,78,117,195,20,46
2019,49395,7103,Salisbury North R-7 School,Salisbury North,SA,5108,Government,Primary,School Single Entity,Individual Reporting,http://www.salisburynorth.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,911,11,67,24,8,2,44,38.7,48,26.6,512,253,259,512,11,59
2019,49396,7047,Hillcrest Primary School,Hillcrest,SA,5086,Government,Primary,School Single Entity,Individual Reporting,http://www.hillcrstps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1065,75,11,20,36,32,22,20.2,14,9.4,360,185,175,360,4,58
2019,49397,6972,Darlington Primary School,Seacombe Gardens,SA,5047,Government,Primary,School Single Entity,Individual Reporting,http://www.darlngtnps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,931,16,50,22,19,8,24,18.7,14,10.2,226,98,128,226,19,60
2019,49398,6979,Paringa Park Primary School,North Brighton,SA,5048,Government,Primary,School Single Entity,Individual Reporting,http://www.paringpkps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1089,82,5,20,35,40,32,29,10,7.2,529,246,283,529,3,14
2019,49399,6906,Hendon Primary School,Royal Park,SA,5014,Government,Primary,School Single Entity,Individual Reporting,http://www.hendonps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,973,33,37,35,21,8,33,28.6,21,11.8,375,184,191,375,11,23
2019,49401,7483,Nicolson Avenue Primary School,Whyalla Norrie,SA,5608,Government,Primary,School Single Entity,Individual Reporting,http://www.nicolsonr7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Outer Regional,915,11,61,28,9,2,32,29.5,34,21.8,430,199,231,430,14,0
2019,49402,7336,Loxton North School,Loxton North,SA,5333,Government,Primary,School Single Entity,Individual Reporting,http://www.lnorthps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,915,11,59,29,9,3,6,5.7,8,4.2,66,35,31,66,18,3
2019,49403,7507,Willsden Primary School,Port Augusta,SA,5700,Government,Primary,School Single Entity,Individual Reporting,http://www.willsdenps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,749,2,86,12,2,1,14,13.6,18,14.5,148,83,65,148,78,66
2019,49404,7435,Risdon Park Primary School,Port Pirie,SA,5540,Government,Primary,School Single Entity,Individual Reporting,http://www.risdonpkps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,934,17,57,29,11,3,25,24,17,12.3,378,181,197,378,11,3
2019,49405,7117,Elizabeth South Primary School,Elizabeth South,SA,5112,Government,Primary,School Single Entity,Individual Reporting,http://www.elizsthps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,876,6,74,18,6,2,22,20.6,26,17.8,233,115,118,233,20,18
2019,49406,7046,Hampstead Primary School,Greenacres,SA,5086,Government,Primary,School Single Entity,Individual Reporting,http://www.hampsteadps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,966,29,38,27,24,11,21,18.3,11,7.9,219,99,120,219,14,68
2019,49407,7009,Burnside Primary School,Burnside,SA,5066,Government,Primary,School Single Entity,Individual Reporting,http://www.burnsideps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1151,96,1,7,24,67,50,42.6,20,14.3,818,408,410,817.8,0,31
2019,49408,7445,Bute Early Learning and Primary School,Bute,SA,5560,Government,Primary,School Single Entity,Individual Reporting,http://www.buteps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,980,36,28,53,18,2,4,3.4,3,2.2,26,11,15,26,8,0
2019,49409,7264,Callington Primary School,Callington,SA,5254,Government,Primary,School Single Entity,Individual Reporting,http://www.callingps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,969,31,38,40,19,3,5,4.8,3,2.3,62,38,24,62,6,2
2019,49411,6895,Challa Gardens Primary School,Kilkenny,SA,5009,Government,Primary,School Single Entity,Individual Reporting,http://www.challaps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,948,22,50,26,18,7,24,21,11,7.6,322,154,168,322,10,61
2019,49412,7399,Clare Primary School,Clare,SA,5453,Government,Primary,School Single Entity,Individual Reporting,http://www.clareps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Inner Regional,973,32,42,34,19,6,19,16.9,10,6.9,237,119,118,237,4,2
2019,49413,7182,Clarendon Primary School,Clarendon,SA,5157,Government,Primary,School Single Entity,Individual Reporting,http://www.clarendonps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1037,63,18,34,30,18,6,5.5,5,3.3,105,59,46,104.6,0,2
2019,49414,7350,Cobdogla Primary School,Cobdogla,SA,5346,Government,Primary,School Single Entity,Individual Reporting,http://www.cobdoglaps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,953,24,47,33,15,5,8,7,11,7.5,115,50,65,115,10,0
2019,49415,6955,Colonel Light Gardens Primary School,Colonel Light Gardens,SA,5041,Government,Primary,School Single Entity,Individual Reporting,http://www.colgrdnsps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1100,85,6,17,31,46,43,37.3,14,10.5,702,330,372,702,2,13
2019,49416,7305,Compton Primary School,Suttontown,SA,5291,Government,Primary,School Single Entity,Individual Reporting,http://www.comptonps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,978,35,41,41,16,2,6,5.6,6,3.8,95,44,51,95,0,5
2019,49417,7273,Coomandook Area School,Coomandook,SA,5261,Government,Combined,School Single Entity,Individual Reporting,http://www.coomyas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,964,28,46,31,20,3,15,12.7,10,6.4,116,50,66,116,3,1
2019,49418,7278,Coonalpyn Primary School,Coonalpyn,SA,5265,Government,Primary,School Single Entity,Individual Reporting,http://www.coonalpnps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,910,10,74,24,2,0,4,3.2,5,2.8,23,15,8,23,0,4
2019,49419,16013,Ardrossan Area School,Ardrossan,SA,5571,Government,Combined,School Single Entity,Individual Reporting,http://www.ardas.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,969,31,38,37,20,5,16,14.9,13,7.6,148,74,74,146.1,5,0
2019,49420,7282,Bordertown Primary School,Bordertown,SA,5268,Government,Primary,School Single Entity,Individual Reporting,http://www.borderps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,1000,46,30,33,27,11,27,22,16,8.6,411,212,199,411,2,14
2019,49421,6087,Ceduna Area School,Ceduna,SA,5690,Government,Combined,School Single Entity,Individual Reporting,http://www.cedunaas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-12",Very Remote,918,12,43,33,17,6,46,43.6,29,20.1,429,203,226,427,28,7
2019,49422,7466,Cowell Area School,Cowell,SA,5602,Government,Combined,School Single Entity,Individual Reporting,http://www.cowellas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Remote,974,33,32,35,26,7,18,14.9,19,11.9,154,62,92,154,9,4
2019,49423,7491,Kimba Area School,Kimba,SA,5641,Government,Combined,School Single Entity,Individual Reporting,http://www.kimbaas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Remote,1005,48,21,41,30,9,18,15.5,13,6.9,184,89,95,182.7,2,2
2019,49424,7290,Kingston Community School,Kingston Se,SA,5275,Government,Combined,School Single Entity,Individual Reporting,http://www.kingstoncs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,979,35,41,32,20,8,29,23.9,13,9.3,288,134,154,287.1,2,3
2019,49425,7392,Orroroo Area School,Orroroo,SA,5431,Government,Combined,School Single Entity,Individual Reporting,http://www.orrorooas.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,972,32,40,35,20,6,20,16.6,15,8.7,152,73,79,151.2,5,2
2019,49426,7429,Port Broughton Area School,Port Broughton,SA,5522,Government,Combined,School Single Entity,Individual Reporting,http://www.pbas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,979,36,37,29,24,10,16,14.9,13,7.1,131,62,69,130.8,8,0
2019,49427,7428,Snowtown Primary School,Snowtown,SA,5520,Government,Primary,School Single Entity,Individual Reporting,http://www.snowtownas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,961,27,50,28,15,7,8,5.7,8,3.9,45,25,20,45,2,2
2019,49428,7469,Tumby Bay Area School,Tumby Bay,SA,5605,Government,Combined,School Single Entity,Individual Reporting,http://www.tbas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Remote,994,43,27,36,26,11,20,18,16,9.2,208,100,108,207,8,1
2019,49429,7226,Willunga Primary School,Willunga,SA,5172,Government,Primary,School Single Entity,Individual Reporting,http://www.willungaps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1023,57,22,34,28,15,30,24.2,12,8.6,436,200,236,436,3,3
2019,49430,7496,Streaky Bay Area School,Streaky Bay,SA,5680,Government,Combined,School Single Entity,Individual Reporting,http://www.streakybas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-12",Remote,999,45,24,41,25,9,27,23.8,18,10.4,270,148,122,265.9,1,1
2019,49431,7511,Woomera Area School,Woomera,SA,5720,Government,Combined,School Single Entity,Individual Reporting,http://www.woomera.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,950,22,44,19,24,13,4,4,2,2,14,11,3,12.6,7,0
2019,49432,7357,Cambrai Primary School,Cambrai,SA,5353,Government,Primary,School Single Entity,Individual Reporting,http://www.cambraias.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,896,8,72,19,6,4,4,4,10,6.4,39,19,20,39,15,0
2019,49433,6089,Leigh Creek Area School,Leigh Creek,SA,5731,Government,Combined,School Single Entity,Individual Reporting,http://www.leighcreekas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,764,2,68,17,11,4,9,8.8,10,6.2,55,27,28,55,84,11
